id,url,normalized_url,source_url,discovered_at,provenance,owner_candidate,locale,freshness,rights_privacy_state,checksum,disposition,evidence_date,notes
url-0112,http://www.lps.ufrj.br:80/pessoal/researcher.html,http://www.lps.ufrj.br/pessoal/researcher.html,"https://web.archive.org/cdx/search/cdx?url=lps.ufrj.br/*&output=json&filter=statuscode:200&filter=mimetype:text/html&fl=timestamp,original,statuscode,digest&collapse=urlkey&limit=10000",2006-07-16T02:18:29Z,archive-cdx,LPS web maintainers,und,historical-archive-only,public-record,sha256:5282cecb3972afff3e47e36f6ccaf870d1b214ac774935bf2b4c99a0594b1ac9,301,2006-07-16,Wayback CDX capture 2006-07-16; archive is not current truth; CDX digest=E7WH2D62F5DI3JTL77HWM7J7R4C3KPH4
url-0113,http://www.lps.ufrj.br:80/pessoal/staff.html,http://www.lps.ufrj.br/pessoal/staff.html,"https://web.archive.org/cdx/search/cdx?url=lps.ufrj.br/*&output=json&filter=statuscode:200&filter=mimetype:text/html&fl=timestamp,original,statuscode,digest&collapse=urlkey&limit=10000",2006-08-27T01:03:39Z,archive-cdx,LPS web maintainers,und,historical-archive-only,public-record,sha256:0d63874730db377715c6eb92c4fde10a859780744a84a122db5eec8c89c5303d,301,2006-08-27,Wayback CDX capture 2006-08-27; archive is not current truth; CDX digest=NIBXMRHESPTFPHZIJXBDMS44P5E6UVQE
url-0114,http://www.lps.ufrj.br:80/pessoal/visitors.html,http://www.lps.ufrj.br/pessoal/visitors.html,"https://web.archive.org/cdx/search/cdx?url=lps.ufrj.br/*&output=json&filter=statuscode:200&filter=mimetype:text/html&fl=timestamp,original,statuscode,digest&collapse=urlkey&limit=10000",2006-07-16T02:17:48Z,archive-cdx,LPS web maintainers,und,historical-archive-only,public-record,sha256:014ffa152037ec01f8502753fe079a7eb33aa4052b460aa0696433f10eb3fd79,301,2006-07-16,Wayback CDX capture 2006-07-16; archive is not current truth; CDX digest=FJ6EZ4IWKOIH5SN7X4HR2P3NUKJYIWIR
url-0115,http://www.lps.ufrj.br:80/pics.html,http://www.lps.ufrj.br/pics.html,"https://web.archive.org/cdx/search/cdx?url=lps.ufrj.br/*&output=json&filter=statuscode:200&filter=mimetype:text/html&fl=timestamp,original,statuscode,digest&collapse=urlkey&limit=10000",2001-04-09T05:35:10Z,archive-cdx,LPS web maintainers,und,historical-archive-only,public-record,sha256:c8c43645c31623c44f6581c1af7e9fec25d2ef9d07ed75eabbf10fcebc66aa92,410,2001-04-09,Wayback CDX capture 2001-04-09; archive is not current truth; CDX digest=EUD7I4I4DYBYGBO2LYZEPYXG6JYZZILU
url-0116,http://www.lps.ufrj.br/premios/awards.html,http://www.lps.ufrj.br/premios/awards.html,"https://web.archive.org/cdx/search/cdx?url=lps.ufrj.br/*&output=json&filter=statuscode:200&filter=mimetype:text/html&fl=timestamp,original,statuscode,digest&collapse=urlkey&limit=10000",2007-06-22T14:28:38Z,archive-cdx,LPS web maintainers,und,historical-archive-only,public-record,sha256:dc8fb6cb8015564fb6c6351502453d3bff3f384a4c56f144fb1103e7045ad3ca,301,2007-06-22,Wayback CDX capture 2007-06-22; archive is not current truth; CDX digest=NF356T4VEX7JVSFPTUNG5HLKORCQQFIT
url-0117,http://www.lps.ufrj.br:80/profs/acmq/,http://www.lps.ufrj.br/profs/acmq,"https://web.archive.org/cdx/search/cdx?url=lps.ufrj.br/*&output=json&filter=statuscode:200&filter=mimetype:text/html&fl=timestamp,original,statuscode,digest&collapse=urlkey&limit=10000",2006-11-16T17:11:03Z,archive-cdx,LPS web maintainers,und,historical-archive-only,public-record,sha256:c9cab3fb7c9581d0417cfbf079b8ab9d6d724af72f2a02f4720f204836637ce5,301,2006-11-16,Wayback CDX capture 2006-11-16; archive is not current truth; CDX digest=N5QJCL2QVHZEIQRVBQI6EKNNBO5D3ZE6
url-0118,http://www.lps.ufrj.br:80/profs/acmq/index.html,http://www.lps.ufrj.br/profs/acmq/index.html,"https://web.archive.org/cdx/search/cdx?url=lps.ufrj.br/*&output=json&filter=statuscode:200&filter=mimetype:text/html&fl=timestamp,original,statuscode,digest&collapse=urlkey&limit=10000",2001-04-24T05:40:45Z,archive-cdx,LPS web maintainers,und,historical-archive-only,public-record,sha256:76ccfcb71a5eb11af53b5119cc547d2f6c983501a21df851a638f2a50c941230,301,2001-04-24,Wayback CDX capture 2001-04-24; archive is not current truth; CDX digest=KBQJXYTGQ3Q3SOQPWABKOWURUQMCYDOP
url-0119,http://www.lps.ufrj.br:80/profs/acmq/public.html,http://www.lps.ufrj.br/profs/acmq/public.html,"https://web.archive.org/cdx/search/cdx?url=lps.ufrj.br/*&output=json&filter=statuscode:200&filter=mimetype:text/html&fl=timestamp,original,statuscode,digest&collapse=urlkey&limit=10000",2001-04-25T14:24:37Z,archive-cdx,LPS web maintainers,und,historical-archive-only,public-record,sha256:0667268f74efcad8efdad15e358996c776775fdcead395b86f02c464fe3d61d0,301,2001-04-25,Wayback CDX capture 2001-04-25; archive is not current truth; CDX digest=ENMEV53M4PM7LSB6REDH673MOTBPZNXM
url-0120,http://www.lps.ufrj.br:80/profs/biscainho/,http://www.lps.ufrj.br/profs/biscainho,"https://web.archive.org/cdx/search/cdx?url=lps.ufrj.br/*&output=json&filter=statuscode:200&filter=mimetype:text/html&fl=timestamp,original,statuscode,digest&collapse=urlkey&limit=10000",2001-08-07T19:43:42Z,archive-cdx,LPS web maintainers,und,historical-archive-only,public-record,sha256:d97f785d7552e8f1605f65ebb0ec53c1ca94bb501f79928961b7f04a096d4f0c,301,2001-08-07,Wayback CDX capture 2001-08-07; archive is not current truth; CDX digest=CLKHQ3LH644TWPPM2URO44RLXVI6WYDK
url-0121,http://www.lps.ufrj.br:80/profs/biscainho/index.html,http://www.lps.ufrj.br/profs/biscainho/index.html,"https://web.archive.org/cdx/search/cdx?url=lps.ufrj.br/*&output=json&filter=statuscode:200&filter=mimetype:text/html&fl=timestamp,original,statuscode,digest&collapse=urlkey&limit=10000",2001-06-09T21:29:19Z,archive-cdx,LPS web maintainers,und,historical-archive-only,public-record,sha256:640cbe1343a194e884f1f173f039afb97533548910c12055d1e6f49fab317ed0,301,2001-06-09,Wayback CDX capture 2001-06-09; archive is not current truth; CDX digest=CLKHQ3LH644TWPPM2URO44RLXVI6WYDK
url-0122,http://www.lps.ufrj.br:80/profs/biscainho/public.html,http://www.lps.ufrj.br/profs/biscainho/public.html,"https://web.archive.org/cdx/search/cdx?url=lps.ufrj.br/*&output=json&filter=statuscode:200&filter=mimetype:text/html&fl=timestamp,original,statuscode,digest&collapse=urlkey&limit=10000",2002-03-16T13:35:50Z,archive-cdx,LPS web maintainers,und,historical-archive-only,public-record,sha256:cb3094213b1e77e3a3efe87f6eedde449876e75adaccd24c2f03ff2ee2b8ecc2,301,2002-03-16,Wayback CDX capture 2002-03-16; archive is not current truth; CDX digest=IUC57ARPTVKCQNVYQKX652ZZS7RT7WAF
url-0123,http://www.lps.ufrj.br:80/profs/caloba/,http://www.lps.ufrj.br/profs/caloba,"https://web.archive.org/cdx/search/cdx?url=lps.ufrj.br/*&output=json&filter=statuscode:200&filter=mimetype:text/html&fl=timestamp,original,statuscode,digest&collapse=urlkey&limit=10000",2002-09-06T06:19:01Z,archive-cdx,LPS web maintainers,und,historical-archive-only,public-record,sha256:7c2982265c778ed22ee1ac59290f5bb2c039cf80b6eec27da27bb830a9d3bfac,301,2002-09-06,Wayback CDX capture 2002-09-06; archive is not current truth; CDX digest=QGJYCWXLGSXCTIML4BYGSUWROPDP5N7C
url-0124,http://www.lps.ufrj.br:80/profs/caloba/index.html,http://www.lps.ufrj.br/profs/caloba/index.html,"https://web.archive.org/cdx/search/cdx?url=lps.ufrj.br/*&output=json&filter=statuscode:200&filter=mimetype:text/html&fl=timestamp,original,statuscode,digest&collapse=urlkey&limit=10000",2001-04-25T01:08:59Z,archive-cdx,LPS web maintainers,und,historical-archive-only,public-record,sha256:060c4aeb0124faa0c5f48456829985f1741b65594aabb27959264dd846e1c3fe,301,2001-04-25,Wayback CDX capture 2001-04-25; archive is not current truth; CDX digest=QGJYCWXLGSXCTIML4BYGSUWROPDP5N7C
url-0125,http://www.lps.ufrj.br:80/profs/caloba/public.html,http://www.lps.ufrj.br/profs/caloba/public.html,"https://web.archive.org/cdx/search/cdx?url=lps.ufrj.br/*&output=json&filter=statuscode:200&filter=mimetype:text/html&fl=timestamp,original,statuscode,digest&collapse=urlkey&limit=10000",2001-04-25T19:16:16Z,archive-cdx,LPS web maintainers,und,historical-archive-only,public-record,sha256:6aa6376a891dd19cefafa7154dfac6d0d4fc4c777922843ddeaef56e1903439c,301,2001-04-25,Wayback CDX capture 2001-04-25; archive is not current truth; CDX digest=UNON4276YYXPMYWO5HER3AVCCASXBNRZ
url-0126,http://www.lps.ufrj.br:80/profs/campos/,http://www.lps.ufrj.br/profs/campos,"https://web.archive.org/cdx/search/cdx?url=lps.ufrj.br/*&output=json&filter=statuscode:200&filter=mimetype:text/html&fl=timestamp,original,statuscode,digest&collapse=urlkey&limit=10000",2002-09-06T16:42:15Z,archive-cdx,LPS web maintainers,und,historical-archive-only,public-record,sha256:bac92da11f250354f44fc300de9720404a5546676307f2de360ac9657c92914a,301,2002-09-06,Wayback CDX capture 2002-09-06; archive is not current truth; CDX digest=OHFAHEAPB4ZTUJUCLL6UW4DKRVOGBEP5
url-0127,http://www.lps.ufrj.br/profs/campos/cabecalho.htm,http://www.lps.ufrj.br/profs/campos/cabecalho.htm,"https://web.archive.org/cdx/search/cdx?url=lps.ufrj.br/*&output=json&filter=statuscode:200&filter=mimetype:text/html&fl=timestamp,original,statuscode,digest&collapse=urlkey&limit=10000",2007-07-28T17:14:36Z,archive-cdx,LPS web maintainers,und,historical-archive-only,public-record,sha256:82fb04b045e9d8503148e951195912b3043b77e39e4a8ccc1681e5457991a3da,301,2007-07-28,Wayback CDX capture 2007-07-28; archive is not current truth; CDX digest=ZIT63J4JBXCP6EMZM5K5KADV6DVPAAJN
url-0128,http://www.lps.ufrj.br/profs/campos/contacts.htm,http://www.lps.ufrj.br/profs/campos/contacts.htm,"https://web.archive.org/cdx/search/cdx?url=lps.ufrj.br/*&output=json&filter=statuscode:200&filter=mimetype:text/html&fl=timestamp,original,statuscode,digest&collapse=urlkey&limit=10000",2007-07-28T17:14:55Z,archive-cdx,LPS web maintainers,und,historical-archive-only,public-record,sha256:1d05e7a92debe5e7adbe567f5efaeaf616e1662c7f7d57dc36099cd6659caf78,301,2007-07-28,Wayback CDX capture 2007-07-28; archive is not current truth; CDX digest=OMRDBGDXFABTJCG5XX5WHZV4KPSABNFV
url-0129,http://www.lps.ufrj.br:80/profs/campos/index.html,http://www.lps.ufrj.br/profs/campos/index.html,"https://web.archive.org/cdx/search/cdx?url=lps.ufrj.br/*&output=json&filter=statuscode:200&filter=mimetype:text/html&fl=timestamp,original,statuscode,digest&collapse=urlkey&limit=10000",2001-04-25T01:15:27Z,archive-cdx,LPS web maintainers,und,historical-archive-only,public-record,sha256:cd9714ebc9834d5abdbaf15821b217c94b50f7b575f68cd4c4d8cff103763e35,301,2001-04-25,Wayback CDX capture 2001-04-25; archive is not current truth; CDX digest=HBKZODLW3VW6ZJYYBI7YWZ64FCIEVZG7
url-0130,http://www.lps.ufrj.br/profs/campos/menu.htm,http://www.lps.ufrj.br/profs/campos/menu.htm,"https://web.archive.org/cdx/search/cdx?url=lps.ufrj.br/*&output=json&filter=statuscode:200&filter=mimetype:text/html&fl=timestamp,original,statuscode,digest&collapse=urlkey&limit=10000",2007-07-28T17:14:43Z,archive-cdx,LPS web maintainers,und,historical-archive-only,public-record,sha256:9e80f8ad08d55fcf48946a58761382f0bc9deb8d3f95955043f77ce0c3f856e8,301,2007-07-28,Wayback CDX capture 2007-07-28; archive is not current truth; CDX digest=LPRXY7DQPI2JSPIW4OLI4V2VN5EV3EKG
url-0131,http://www.lps.ufrj.br:80/profs/campos/papers.htm,http://www.lps.ufrj.br/profs/campos/papers.htm,"https://web.archive.org/cdx/search/cdx?url=lps.ufrj.br/*&output=json&filter=statuscode:200&filter=mimetype:text/html&fl=timestamp,original,statuscode,digest&collapse=urlkey&limit=10000",2003-05-25T06:50:16Z,archive-cdx,LPS web maintainers,und,historical-archive-only,public-record,sha256:04da0f550caea9c4138f7a371235e713df3b212e535ab15cd6d4474a9e8f7682,301,2003-05-25,Wayback CDX capture 2003-05-25; archive is not current truth; CDX digest=4XQUOI77S5UW62KDJB7DLMNH5DEJUW3W
url-0132,http://www.lps.ufrj.br:80/profs/campos/public.html,http://www.lps.ufrj.br/profs/campos/public.html,"https://web.archive.org/cdx/search/cdx?url=lps.ufrj.br/*&output=json&filter=statuscode:200&filter=mimetype:text/html&fl=timestamp,original,statuscode,digest&collapse=urlkey&limit=10000",2001-04-25T19:30:51Z,archive-cdx,LPS web maintainers,und,historical-archive-only,public-record,sha256:9d74b5a109abfb07a939d8ea61173d94e3975f650ef41924a865a9a0ca3cdb87,301,2001-04-25,Wayback CDX capture 2001-04-25; archive is not current truth; CDX digest=5M67WUXA5WSQBPFDZNVMCYVRNN2KUP5W
url-0133,http://www.lps.ufrj.br/profs/campos/sobra.htm,http://www.lps.ufrj.br/profs/campos/sobra.htm,"https://web.archive.org/cdx/search/cdx?url=lps.ufrj.br/*&output=json&filter=statuscode:200&filter=mimetype:text/html&fl=timestamp,original,statuscode,digest&collapse=urlkey&limit=10000",2007-07-28T17:14:49Z,archive-cdx,LPS web maintainers,und,historical-archive-only,public-record,sha256:4fba61b5515a0440a7c20df6ea41295ae63752ad80cfaec09d6d37fa7219dde3,301,2007-07-28,Wayback CDX capture 2007-07-28; archive is not current truth; CDX digest=OFFYAFGJILH5JHZ5GI7JMBYI4AQETMR7
url-0134,http://www.lps.ufrj.br:80/profs/campos/studants.htm,http://www.lps.ufrj.br/profs/campos/studants.htm,"https://web.archive.org/cdx/search/cdx?url=lps.ufrj.br/*&output=json&filter=statuscode:200&filter=mimetype:text/html&fl=timestamp,original,statuscode,digest&collapse=urlkey&limit=10000",2003-05-25T06:49:31Z,archive-cdx,LPS web maintainers,und,historical-archive-only,public-record,sha256:b4b1bf50857615d3227e89bb151d4a59d83d95a1f3fc0e2dc04860c9b59d758f,301,2003-05-25,Wayback CDX capture 2003-05-25; archive is not current truth; CDX digest=4ZP25MXDZRMGFRU7ZO2SELBVU4ZYZXTP
url-0135,http://www.lps.ufrj.br:80/profs/diniz/,http://www.lps.ufrj.br/profs/diniz,"https://web.archive.org/cdx/search/cdx?url=lps.ufrj.br/*&output=json&filter=statuscode:200&filter=mimetype:text/html&fl=timestamp,original,statuscode,digest&collapse=urlkey&limit=10000",2002-09-10T05:32:19Z,archive-cdx,LPS web maintainers,und,historical-archive-only,public-record,sha256:b252d80b42f404b4258695173e40a00ad2aa055900d1a53f7b43bff01704780e,301,2002-09-10,Wayback CDX capture 2002-09-10; archive is not current truth; CDX digest=I44HCEC4UCQDZDEZNN6IKXRM2LWDZ6Z6
url-0136,http://www.lps.ufrj.br:80/profs/diniz/adaptivebook/,http://www.lps.ufrj.br/profs/diniz/adaptivebook,"https://web.archive.org/cdx/search/cdx?url=lps.ufrj.br/*&output=json&filter=statuscode:200&filter=mimetype:text/html&fl=timestamp,original,statuscode,digest&collapse=urlkey&limit=10000",2003-06-28T07:39:04Z,archive-cdx,LPS web maintainers,und,historical-archive-only,public-record,sha256:7ae3937519a509fa91039d8a0b6fff56b151ec838c7557d59c29e5e8877b1920,301,2003-06-28,Wayback CDX capture 2003-06-28; archive is not current truth; CDX digest=CBVFDTQNBBAQO53TIU63FJC637M3IV62
url-0137,http://www.lps.ufrj.br:80/profs/diniz/adaptivebook/contact.htm,http://www.lps.ufrj.br/profs/diniz/adaptivebook/contact.htm,"https://web.archive.org/cdx/search/cdx?url=lps.ufrj.br/*&output=json&filter=statuscode:200&filter=mimetype:text/html&fl=timestamp,original,statuscode,digest&collapse=urlkey&limit=10000",2004-02-10T09:53:37Z,archive-cdx,LPS web maintainers,und,historical-archive-only,public-record,sha256:719f32fcfb4728518fe36cda6f05d7d41081d2fdb3ef62225b8d1d12f8491fb9,301,2004-02-10,Wayback CDX capture 2004-02-10; archive is not current truth; CDX digest=QPBLG3CAB5D5LIE4EDUFBOFR2C42COVD
url-0138,http://www.lps.ufrj.br:80/profs/diniz/adaptivebook/menu_book.htm,http://www.lps.ufrj.br/profs/diniz/adaptivebook/menu_book.htm,"https://web.archive.org/cdx/search/cdx?url=lps.ufrj.br/*&output=json&filter=statuscode:200&filter=mimetype:text/html&fl=timestamp,original,statuscode,digest&collapse=urlkey&limit=10000",2002-12-06T17:42:31Z,archive-cdx,LPS web maintainers,und,historical-archive-only,public-record,sha256:9bb8f385056c3fbe3d004dfbbc80d3c0142f4fd8479b7ec732657a2cf66f17a2,301,2002-12-06,Wayback CDX capture 2002-12-06; archive is not current truth; CDX digest=2HOK6PGUYLPMHYQ3CMNX3HGNDGJULGJD
url-0139,http://www.lps.ufrj.br:80/profs/diniz/adaptivebook/newproblems.htm,http://www.lps.ufrj.br/profs/diniz/adaptivebook/newproblems.htm,"https://web.archive.org/cdx/search/cdx?url=lps.ufrj.br/*&output=json&filter=statuscode:200&filter=mimetype:text/html&fl=timestamp,original,statuscode,digest&collapse=urlkey&limit=10000",2004-01-28T00:46:41Z,archive-cdx,LPS web maintainers,und,historical-archive-only,public-record,sha256:effaae052bedbe31005a7dd5c3bd26ba320969eb74932f9aa0d87972b534e298,301,2004-01-28,Wayback CDX capture 2004-01-28; archive is not current truth; CDX digest=M6U5CDTRY2FIR6WNJHK3TZXBW5JSBWFD
url-0140,http://www.lps.ufrj.br:80/profs/diniz/adaptivebook/pag1_book.htm,http://www.lps.ufrj.br/profs/diniz/adaptivebook/pag1_book.htm,"https://web.archive.org/cdx/search/cdx?url=lps.ufrj.br/*&output=json&filter=statuscode:200&filter=mimetype:text/html&fl=timestamp,original,statuscode,digest&collapse=urlkey&limit=10000",2002-12-06T18:20:41Z,archive-cdx,LPS web maintainers,und,historical-archive-only,public-record,sha256:935a8df7ef371fdd873fa715f672ab4b65fd1936bed355ebd08c31f9977b7993,301,2002-12-06,Wayback CDX capture 2002-12-06; archive is not current truth; CDX digest=F7ZRXR24WJD42BHJKLGNBXS2TG75LN7M
url-0141,http://www.lps.ufrj.br:80/profs/diniz/awards.htm,http://www.lps.ufrj.br/profs/diniz/awards.htm,"https://web.archive.org/cdx/search/cdx?url=lps.ufrj.br/*&output=json&filter=statuscode:200&filter=mimetype:text/html&fl=timestamp,original,statuscode,digest&collapse=urlkey&limit=10000",2002-12-06T12:23:59Z,archive-cdx,LPS web maintainers,und,historical-archive-only,public-record,sha256:fb30b0aef60efd512ce710047c4c45117558ce7777f57f73f0a09a425cfacecd,301,2002-12-06,Wayback CDX capture 2002-12-06; archive is not current truth; CDX digest=KWCO22Y3FP6L43YCYNBCMZ6JMK7JJV6J
url-0142,http://www.lps.ufrj.br:80/profs/diniz/consultancy.htm,http://www.lps.ufrj.br/profs/diniz/consultancy.htm,"https://web.archive.org/cdx/search/cdx?url=lps.ufrj.br/*&output=json&filter=statuscode:200&filter=mimetype:text/html&fl=timestamp,original,statuscode,digest&collapse=urlkey&limit=10000",2004-02-10T10:07:06Z,archive-cdx,LPS web maintainers,und,historical-archive-only,public-record,sha256:40e8496d7ff7fdf060125347f2f84974e394a3a61d5fca79037890b4e9dcf359,301,2004-02-10,Wayback CDX capture 2004-02-10; archive is not current truth; CDX digest=LKPNSBIG2PWEUZGSWIOEB2ENMSSMEOZT
url-0143,http://www.lps.ufrj.br:80/profs/diniz/contact.htm,http://www.lps.ufrj.br/profs/diniz/contact.htm,"https://web.archive.org/cdx/search/cdx?url=lps.ufrj.br/*&output=json&filter=statuscode:200&filter=mimetype:text/html&fl=timestamp,original,statuscode,digest&collapse=urlkey&limit=10000",2002-12-06T12:18:49Z,archive-cdx,LPS web maintainers,und,historical-archive-only,public-record,sha256:b8f8d8cb15cf092a550128ea2a7da229e072c36fc083243a3020f55ce5243950,301,2002-12-06,Wayback CDX capture 2002-12-06; archive is not current truth; CDX digest=YUJLJU2LV4HAGDVWMONAYKSORXBIWQ6M
url-0144,http://www.lps.ufrj.br:80/profs/diniz/digitalbook/,http://www.lps.ufrj.br/profs/diniz/digitalbook,"https://web.archive.org/cdx/search/cdx?url=lps.ufrj.br/*&output=json&filter=statuscode:200&filter=mimetype:text/html&fl=timestamp,original,statuscode,digest&collapse=urlkey&limit=10000",2002-12-06T12:15:32Z,archive-cdx,LPS web maintainers,und,historical-archive-only,public-record,sha256:fa16db0bb56edcdd48c625713e2ea4d897904782ba8c719951c125844853edf0,301,2002-12-06,Wayback CDX capture 2002-12-06; archive is not current truth; CDX digest=MBME277U75QVJSUEAPGPAQRXDIYZ3CR4
url-0145,http://www.lps.ufrj.br:80/profs/diniz/digitalbook/authors.htm,http://www.lps.ufrj.br/profs/diniz/digitalbook/authors.htm,"https://web.archive.org/cdx/search/cdx?url=lps.ufrj.br/*&output=json&filter=statuscode:200&filter=mimetype:text/html&fl=timestamp,original,statuscode,digest&collapse=urlkey&limit=10000",2005-01-06T16:20:20Z,archive-cdx,LPS web maintainers,und,historical-archive-only,public-record,sha256:37fd5f2d8196a2963fc7a00c5cf2dbd0c9f2381e6d139b23e8c75bbef9f7bad8,301,2005-01-06,Wayback CDX capture 2005-01-06; archive is not current truth; CDX digest=UNDPTQRMGOSHTKBZG72WYNBQQDVXIRKE
url-0146,http://www.lps.ufrj.br:80/profs/diniz/digitalbook/contact.htm,http://www.lps.ufrj.br/profs/diniz/digitalbook/contact.htm,"https://web.archive.org/cdx/search/cdx?url=lps.ufrj.br/*&output=json&filter=statuscode:200&filter=mimetype:text/html&fl=timestamp,original,statuscode,digest&collapse=urlkey&limit=10000",2005-01-06T16:20:30Z,archive-cdx,LPS web maintainers,und,historical-archive-only,public-record,sha256:d99d38c15926f63db24278149f58c3d1fcadf6f8f971de764ec8c83385d60f82,301,2005-01-06,Wayback CDX capture 2005-01-06; archive is not current truth; CDX digest=5ZVEGKGMJHQL3IQ2LX5ZEEN46VB4ZYCH
url-0147,http://www.lps.ufrj.br:80/profs/diniz/digitalbook/contents.htm,http://www.lps.ufrj.br/profs/diniz/digitalbook/contents.htm,"https://web.archive.org/cdx/search/cdx?url=lps.ufrj.br/*&output=json&filter=statuscode:200&filter=mimetype:text/html&fl=timestamp,original,statuscode,digest&collapse=urlkey&limit=10000",2003-11-25T20:04:22Z,archive-cdx,LPS web maintainers,und,historical-archive-only,public-record,sha256:c2e28bf27e8ea1a5dcf53655ec61f393a025e15c122ae2393684eb3667ab4666,301,2003-11-25,Wayback CDX capture 2003-11-25; archive is not current truth; CDX digest=4F3LVMRTDEF5AGXNEQF26GE24NVSE3AB
url-0148,http://www.lps.ufrj.br:80/profs/diniz/digitalbook/menu_book.htm,http://www.lps.ufrj.br/profs/diniz/digitalbook/menu_book.htm,"https://web.archive.org/cdx/search/cdx?url=lps.ufrj.br/*&output=json&filter=statuscode:200&filter=mimetype:text/html&fl=timestamp,original,statuscode,digest&collapse=urlkey&limit=10000",2003-09-26T14:53:56Z,archive-cdx,LPS web maintainers,und,historical-archive-only,public-record,sha256:a669a6e42528f3c78d7cd647badc233471c2142e7248273fe030362a1e96bf4c,301,2003-09-26,Wayback CDX capture 2003-09-26; archive is not current truth; CDX digest=O2QCMCBR4KYDOU6CF7VIQSL5U334NQ36
url-0149,http://www.lps.ufrj.br:80/profs/diniz/digitalbook/newproblems.htm,http://www.lps.ufrj.br/profs/diniz/digitalbook/newproblems.htm,"https://web.archive.org/cdx/search/cdx?url=lps.ufrj.br/*&output=json&filter=statuscode:200&filter=mimetype:text/html&fl=timestamp,original,statuscode,digest&collapse=urlkey&limit=10000",2003-11-26T01:09:14Z,archive-cdx,LPS web maintainers,und,historical-archive-only,public-record,sha256:c506a61cc7f3c0a571fcc187035ae1fcab1bb0bcc37749c1852b050a3ac90c5d,301,2003-11-26,Wayback CDX capture 2003-11-26; archive is not current truth; CDX digest=VLITIXSPMWQBVZ7MBZVKNKHUQYTQXBOU
url-0150,http://www.lps.ufrj.br:80/profs/diniz/digitalbook/pag1_book.htm,http://www.lps.ufrj.br/profs/diniz/digitalbook/pag1_book.htm,"https://web.archive.org/cdx/search/cdx?url=lps.ufrj.br/*&output=json&filter=statuscode:200&filter=mimetype:text/html&fl=timestamp,original,statuscode,digest&collapse=urlkey&limit=10000",2003-09-27T19:15:45Z,archive-cdx,LPS web maintainers,und,historical-archive-only,public-record,sha256:53f60d181c959a326659a9ae551d0cbe3fad6fc40413d3446f5442a2682da2fd,301,2003-09-27,Wayback CDX capture 2003-09-27; archive is not current truth; CDX digest=HOQGFXLCXOR5LAUXYKNNCHA53SCDNYRN
url-0151,http://www.lps.ufrj.br:80/profs/diniz/index.html,http://www.lps.ufrj.br/profs/diniz/index.html,"https://web.archive.org/cdx/search/cdx?url=lps.ufrj.br/*&output=json&filter=statuscode:200&filter=mimetype:text/html&fl=timestamp,original,statuscode,digest&collapse=urlkey&limit=10000",2000-01-18T14:40:21Z,archive-cdx,LPS web maintainers,und,historical-archive-only,public-record,sha256:8ae0687fadbf0fd23d1f6c361e40cee164604b82f6a78a4d95a9e2077474f32b,301,2000-01-18,Wayback CDX capture 2000-01-18; archive is not current truth; CDX digest=AHSMGRC2BSRUEJHZEN4WP22A2IIGXTFY
url-0152,http://www.lps.ufrj.br:80/profs/diniz/invited_lectures.htm,http://www.lps.ufrj.br/profs/diniz/invited_lectures.htm,"https://web.archive.org/cdx/search/cdx?url=lps.ufrj.br/*&output=json&filter=statuscode:200&filter=mimetype:text/html&fl=timestamp,original,statuscode,digest&collapse=urlkey&limit=10000",2003-05-22T02:05:48Z,archive-cdx,LPS web maintainers,und,historical-archive-only,public-record,sha256:270925c26822ee634f1ff4feae06c17da37ac3ef11d8a58edeeb552b685a52ba,301,2003-05-22,Wayback CDX capture 2003-05-22; archive is not current truth; CDX digest=K3BMYBHBNWP4YOHSBGYWRHAW4F4MPFIY
url-0153,http://www.lps.ufrj.br:80/profs/diniz/menu.htm,http://www.lps.ufrj.br/profs/diniz/menu.htm,"https://web.archive.org/cdx/search/cdx?url=lps.ufrj.br/*&output=json&filter=statuscode:200&filter=mimetype:text/html&fl=timestamp,original,statuscode,digest&collapse=urlkey&limit=10000",2003-05-07T16:05:25Z,archive-cdx,LPS web maintainers,und,historical-archive-only,public-record,sha256:579e9efeb9f24852ea2d359b80926c9c02ba97102fb099f35e2af10cdc3384cf,301,2003-05-07,Wayback CDX capture 2003-05-07; archive is not current truth; CDX digest=J6OV2XWR6DZ474M4MZFCULHCSWHVNMYH
url-0154,http://www.lps.ufrj.br:80/profs/diniz/pag1.htm,http://www.lps.ufrj.br/profs/diniz/pag1.htm,"https://web.archive.org/cdx/search/cdx?url=lps.ufrj.br/*&output=json&filter=statuscode:200&filter=mimetype:text/html&fl=timestamp,original,statuscode,digest&collapse=urlkey&limit=10000",2002-12-06T09:26:48Z,archive-cdx,LPS web maintainers,und,historical-archive-only,public-record,sha256:9c5e639cbdd9cc3f8ab04d4c5dd798959841871ed82d44afe9e1cafc920c1a86,301,2002-12-06,Wayback CDX capture 2002-12-06; archive is not current truth; CDX digest=FWP2NZSHCRR5F5DUOLATJEJZYTBPY5WD
